article_id,source_file,title_raw,label_original,label_name,label_id,target_value,split,title_clean,raw_char_len,clean_char_len,raw_token_len,clean_token_len,clean_is_empty,duplicate_raw_title,duplicate_clean_title
raw_data.xlsx::184,raw_data.xlsx,"Đạt Phương chính thức bán ra 1,5 triệu cổ phiếu quỹ",1,negative,0,-1.0,train,Đạt_Phương chính_thức bán ra 1 5 triệu cổ_phiếu quỹ,51,51,11,9,False,False,False
raw_data.xlsx::185,raw_data.xlsx,"Thắng lớn từ tiền ""ảo"", ca sĩ Cao Thái Sơn quyết định trích một phần lợi nhuận làm từ thiện",2,neutral,1,0.0,train,Thắng lớn từ tiền ảo ca_sĩ Cao_Thái_Sơn quyết_định trích một phần lợi_nhuận làm từ_thiện,91,88,20,14,False,False,False
raw_data.xlsx::186,raw_data.xlsx,"Cổ phiếu ngân hàng, thép đồng loạt điều chỉnh, VN-Index đảo chiều giảm gần 4 điểm",1,negative,0,-1.0,train,Cổ_phiếu ngân_hàng thép đồng_loạt điều_chỉnh VN Index đảo chiều giảm gần 4 điểm,81,79,16,13,False,False,False
raw_data.xlsx::187,raw_data.xlsx,"Bất chấp thảm kịch Covid-19, chứng khoán Ấn Độ vẫn tăng bền bỉ",2,neutral,1,0.0,train,Bất_chấp thảm_kịch Covid 19 chứng_khoán Ấn_Độ vẫn tăng bền_bỉ,62,61,13,9,False,False,False
raw_data.xlsx::188,raw_data.xlsx,Hai cổ phiếu ngân hàng LPB và VIB đủ điều kiện được cấp margin,3,positive,2,1.0,train,Hai cổ_phiếu ngân_hàng LPB và VIB đủ điều_kiện được cấp margin,62,62,14,11,False,False,False
raw_data.xlsx::189,raw_data.xlsx,"Cổ phiếu dùy trì mức giá 3 chữ số, Dệt may Thành Công (TCM) sắp phát hành hơn 9 triệu cổ phiếu thưởng",3,positive,2,1.0,train,Cổ_phiếu duỳ trì mức giá 3 chữ_số Dệt_may Thành_Công TCM sắp phát_hành hơn 9 triệu cổ_phiếu thưởng,101,98,23,17,False,False,False
raw_data.xlsx::190,raw_data.xlsx,Nhà đầu tư lãi bao nhiêu nếu rót 1.000 USD mua tiền ảo Ethereum vào đầu năm nay?,2,neutral,1,0.0,train,Nhà_đầu_tư lãi bao_nhiêu nếu rót 1 000 USD mua tiền ảo Ethereum vào đầu năm nay,80,79,18,16,False,False,False
raw_data.xlsx::191,raw_data.xlsx,Lịch chốt quyền nhận cổ tức bằng tiền của 7 doanh nghiệp,3,positive,2,1.0,val,Lịch chốt quyền nhận cổ_tức bằng tiền của 7 doanh_nghiệp,56,56,12,10,False,True,True
raw_data.xlsx::192,raw_data.xlsx,"HPG, NLG, REE, VNM, VIB, SVD, PAC, TCH, TDM, POM, DBT, VPR, AAV, HPD, PPE: Thông tin giao dịch lượng lớn cổ phiếu",2,neutral,1,0.0,train,HPG NLG REE VNM VIB SVD PAC TCH TDM POM DBT VPR AAV HPD PPE Thông_tin giao_dịch lượng lớn cổ_phiếu,113,98,23,20,False,False,False
raw_data.xlsx::193,raw_data.xlsx,"VDSC: Ngành thép vẫn tăng trưởng sang quý 2/2021 khi đơn hàng đã ‘full’ đến giữa tháng 8, HPG và Formosa tăng mạnh thị phần thép xây dựng",3,positive,2,1.0,test,VDSC Ngành thép vẫn tăng_trưởng sang quý 2 2021 khi đơn hàng đã full đến giữa tháng 8 HPG và Formosa tăng mạnh thị_phần thép xây_dựng,137,133,28,26,False,False,False
raw_data.xlsx::194,raw_data.xlsx,Digiworld có gì mới trong năm 2021?,2,neutral,1,0.0,val,Digiworld có gì mới trong năm 2021,35,34,7,7,False,False,False
raw_data.xlsx::195,raw_data.xlsx,"5 lý do chứng minh cổ phiếu ngân hàng xứng đáng vai trò ""dẫn sóng"" thị trường",3,positive,2,1.0,train,5 lý_do chứng_minh cổ_phiếu ngân_hàng xứng_đáng vai_trò dẫn sóng thị_trường,77,75,17,10,False,False,False
raw_data.xlsx::196,raw_data.xlsx,Dòng vốn từ Thái Lan chiếm gần một nửa quy mô danh mục VFMVN30 ETF,2,neutral,1,0.0,train,Dòng vốn từ Thái_Lan chiếm gần một_nửa quy_mô danh_mục VFMVN30 ETF,66,66,15,11,False,False,False
raw_data.xlsx::197,raw_data.xlsx,Lịch sự kiện và tin vắn chứng khoán ngày 11/5,2,neutral,1,0.0,train,Lịch_sự kiện và tin_vắn chứng_khoán ngày 11 5,45,45,10,8,False,False,False
raw_data.xlsx::198,raw_data.xlsx,Tài chính Hoàng Huy (TCH) đăng ký bán gần 10 triệu cổ phiếu quỹ,1,negative,0,-1.0,train,Tài_chính Hoàng_Huy_TCH đăng_ký bán gần 10 triệu cổ_phiếu quỹ,63,61,14,9,False,False,False
raw_data.xlsx::199,raw_data.xlsx,"Kinh Bắc (KBC): Nhóm Dragon Capital tiếp tục bán ra hơn 2,5 triệu cổ phần, hạ tỷ trọng xuống mức 7,57%",1,negative,0,-1.0,train,Kinh_Bắc_KBC_Nhóm Dragon_Capital tiếp_tục bán ra hơn 2 5 triệu cổ_phần hạ tỷ_trọng xuống mức 7 57,102,97,21,16,False,False,False
raw_data.xlsx::200,raw_data.xlsx,Tài khoản chứng khoán tăng đột biến là cơ sở để nhà đầu tư Hoa Kỳ quay lại Việt Nam?,2,neutral,1,0.0,test,Tài_khoản chứng_khoán tăng đột_biến là cơ_sở để nhà_đầu_tư Hoa_Kỳ quay lại Việt_Nam,84,83,20,12,False,False,False
raw_data.xlsx::201,raw_data.xlsx,"Dabaco (DBC) sắp phát hành 10,5 triệu cổ phần trả cổ tức 2020, tỷ lệ 10%",3,positive,2,1.0,val,Dabaco_DBC sắp phát_hành 10 5 triệu cổ_phần trả cổ_tức 2020 tỷ_lệ 10,72,68,16,12,False,False,False
raw_data.xlsx::202,raw_data.xlsx,"Bị phạt thuế gần 400 tỷ, lỗ sau kiểm toán của Nhà Thủ Đức (TDH) tăng vọt từ 30 tỷ lên 363 tỷ đồng",1,negative,0,-1.0,train,Bị phạt thuế gần 400 tỷ lỗ sau kiểm_toán của Nhà Thủ_Đức TDH tăng vọt từ 30 tỷ lên 363 tỷ đồng,97,94,24,22,False,False,False
raw_data.xlsx::203,raw_data.xlsx,"Khối ngoại trở lại mua ròng, VN-Index áp sát mốc 1.260 điểm trong phiên đầu tuần",3,positive,2,1.0,train,Khối ngoại trở_lại mua ròng VN Index áp sát mốc 1 260 điểm trong phiên đầu tuần,80,79,16,17,False,False,False
raw_data.xlsx::204,raw_data.xlsx,"Hàng loạt cổ phiếu bứt phá, VnIndex tăng vọt 18 điểm phiên đầu tuần",3,positive,2,1.0,train,Hàng_loạt cổ_phiếu bứt_phá VnIndex tăng vọt 18 điểm phiên đầu tuần,67,66,14,11,False,False,False
raw_data.xlsx::205,raw_data.xlsx,Nhà đầu tư trong nước tiếp tục mở mới hơn 110.000 tài khoản chứng khoán trong tháng 4,3,positive,2,1.0,val,Nhà_đầu_tư trong nước tiếp_tục mở mới hơn 110 000 tài_khoản chứng_khoán trong tháng 4,85,85,18,14,False,False,False
raw_data.xlsx::206,raw_data.xlsx,Petrolimex (PLX) thông qua phương án bán tiếp 25 triệu cổ phiếu quỹ,1,negative,0,-1.0,train,Petrolimex_PLX thông_qua phương_án bán tiếp 25 triệu cổ_phiếu quỹ,67,65,13,9,False,False,False
raw_data.xlsx::207,raw_data.xlsx,Chứng khoán Bản Việt (VCSC) chuẩn bị phát hành trái phiếu huy động 500 tỷ đồng,3,positive,2,1.0,val,Chứng_khoán Bản Việt_VCSC chuẩn_bị phát_hành trái_phiếu huy_động 500 tỷ đồng,78,76,16,10,False,False,False
raw_data.xlsx::208,raw_data.xlsx,"MBS chuẩn bị tăng vốn thêm hơn 1.000 tỷ, bổ sung nguồn lực cho hoạt động margin",3,positive,2,1.0,train,MBS chuẩn_bị tăng vốn thêm hơn 1 000 tỷ bổ_sung nguồn_lực cho hoạt_động margin,79,78,17,14,False,False,False
raw_data.xlsx::209,raw_data.xlsx,"Cổ phiếu thép tiếp tục tăng tốc: HPG, HSG lên vùng giá mới, NKG thậm chí kịch trần",3,positive,2,1.0,train,Cổ_phiếu thép tiếp_tục tăng_tốc HPG HSG lên vùng giá mới NKG thậm_chí kịch trần,82,79,18,14,False,False,False
raw_data.xlsx::210,raw_data.xlsx,"Finbox trình làng phiên bản mới: ""Tích hợp công cụ nhà đầu tư cần chỉ trong 1 ứng dụng""",2,neutral,1,0.0,train,Finbox trình_làng phiên_bản mới Tích_hợp công_cụ nhà_đầu_tư cần chỉ trong 1 ứng_dụng,87,84,19,12,False,False,False
raw_data.xlsx::211,raw_data.xlsx,"Tăng 10% trong vài phút sáng đầu tuần, giá quặng sắt tiếp tục ""nóng bỏng""",3,positive,2,1.0,train,Tăng 10 trong vài phút sáng đầu tuần giá quặng sắt tiếp_tục nóng_bỏng,73,69,15,13,False,False,False
raw_data.xlsx::212,raw_data.xlsx,"Tiết kiệm chi phí, ngành dệt may nỗ lực vượt khó trong quý 1",3,positive,2,1.0,train,Tiết_kiệm chi_phí ngành dệt_may nỗ_lực vượt khó trong quý 1,60,59,14,10,False,False,False
raw_data.xlsx::213,raw_data.xlsx,"Louis Holdings muốn chào bán 35,5 triệu cổ phiếu đầu tư nhà máy chế biến gạo và nông sản đông lạnh",2,neutral,1,0.0,train,Louis_Holdings muốn chào_bán 35 5 triệu cổ_phiếu đầu_tư nhà_máy chế_biến gạo và nông_sản đông_lạnh,98,98,21,14,False,False,False
raw_data.xlsx::214,raw_data.xlsx,Hành trình chinh phục nhà đầu tư của chứng khoán Pinetree,2,neutral,1,0.0,train,Hành_trình chinh_phục nhà_đầu_tư của chứng_khoán Pinetree,57,57,11,6,False,False,False
raw_data.xlsx::215,raw_data.xlsx,"Bamboo Capital (BCG): Năm 2021 tiếp tục M&A các dự án tiềm năng, trình kế hoạch lợi nhuận tăng 203% lên 806 tỷ đồng",3,positive,2,1.0,val,Bamboo_Capital_BCG_Năm 2021 tiếp_tục M A các dự_án tiềm_năng trình kế_hoạch lợi_nhuận tăng 203 lên 806 tỷ đồng,115,110,24,17,False,False,False
raw_data.xlsx::216,raw_data.xlsx,"Mirae Asset: “VN-Index có thể lên gần 1.500 điểm, điều chỉnh là cơ hội gia tăng tỷ trọng cổ phiếu”",3,positive,2,1.0,train,Mirae_Asset VN Index có_thể lên gần 1 500 điểm điều_chỉnh là cơ_hội gia_tăng tỷ_trọng cổ_phiếu,98,94,20,15,False,False,False
raw_data.xlsx::217,raw_data.xlsx,"VGT, VRG, TVB, CSC, C71, BVG, PEC, DZM: Thông tin giao dịch lượng lớn cổ phiếu",2,neutral,1,0.0,train,VGT VRG TVB CSC C71 BVG PEC DZM Thông_tin giao_dịch lượng lớn cổ_phiếu,78,70,16,13,False,False,False
raw_data.xlsx::218,raw_data.xlsx,"Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần từ 10/5-14/5",3,positive,2,1.0,train,Điểm_danh những doanh_nghiệp chốt quyền nhận cổ_tức bằng tiền bằng cổ_phiếu và cổ_phiếu thưởng tuần từ 10 5 14 5,113,112,22,20,False,False,False
raw_data.xlsx::219,raw_data.xlsx,Lịch sự kiện và tin vắn chứng khoán ngày 10/5,2,neutral,1,0.0,train,Lịch_sự kiện và tin_vắn chứng_khoán ngày 10 5,45,45,10,8,False,False,False
raw_data.xlsx::220,raw_data.xlsx,Xu thế dòng tiền: Có nên “đu” cổ phiếu ngân hàng?,2,neutral,1,0.0,test,Xu_thế dòng tiền Có nên đu cổ_phiếu ngân_hàng,49,45,11,8,False,False,False
raw_data.xlsx::221,raw_data.xlsx,"Thế giới Di động (MWG): Doanh số tăng trưởng 25% trở lại sau mùa thấp điểm tháng 3, gia tăng mạnh hàng tồn điện tử",3,positive,2,1.0,train,Thế_giới Di_động MWG Doanh_số tăng_trưởng 25 trở_lại sau mùa thấp_điểm tháng 3 gia_tăng mạnh hàng tồn điện_tử,114,109,25,17,False,False,False
raw_data.xlsx::222,raw_data.xlsx,"Quý 1 PVS lãi 164 tỷ đồng, tăng 35% so với cùng kỳ nhờ hoạt động liên kết",3,positive,2,1.0,train,Quý 1 PVS lãi 164 tỷ đồng tăng 35 so với cùng kỳ nhờ hoạt_động liên_kết,73,71,18,16,False,False,False
raw_data.xlsx::223,raw_data.xlsx,Ngành thủy sản và dệt may phục hồi xuất khẩu nhờ bước tiến vaccine Covid-19?,2,neutral,1,0.0,val,Ngành thuỷ_sản và dệt_may phục_hồi xuất_khẩu nhờ bước_tiến vaccine Covid 19,76,75,15,11,False,False,False
raw_data.xlsx::224,raw_data.xlsx,"[Quy tắc đầu tư vàng] Ngôi sao đang lên Cathie Wood với khối tài sản quản lý tăng từ 3,6 tỷ USD lên 50 tỷ USD chỉ trong vòng 1 năm bật mí bí quyết “hái ra tiền”",3,positive,2,1.0,train,Quy_tắc đầu_tư vàng Ngôi_sao đang lên Cathie_Wood với khối tài_sản quản_lý tăng từ 3 6 tỷ USD lên 50 tỷ USD chỉ trong vòng 1 năm bật_mí bí_quyết hái_ra_tiền,160,156,38,29,False,False,False
raw_data.xlsx::225,raw_data.xlsx,"BSC: ""Ngành CNTT - Bưu chính viễn thông hưởng lợi từ 5G và chuyển đổi số""",3,positive,2,1.0,train,BSC Ngành CNTT Bưu_chính viễn_thông hưởng lợi từ 5G và chuyển_đổi số,73,68,16,12,False,False,False
raw_data.xlsx::226,raw_data.xlsx,"Sau hơn 6 thập kỷ, thương hiệu vang bóng một thời Diêm Thống Nhất đã không còn ""cháy sáng""",1,negative,0,-1.0,train,Sau hơn 6 thập_kỷ thương_hiệu vang bóng một thời Diêm_Thống_Nhất đã không còn cháy sáng,90,87,19,15,False,False,False
raw_data.xlsx::227,raw_data.xlsx,"Xây dựng Hoà Bình (HBC): Năm đầu chuyển giao sang thế hệ F2 dự trình kế hoạch lợi nhuận khá tham vọng với 235 tỷ đồng, cao gấp 3,3 lần năm 2020",3,positive,2,1.0,train,Xây_dựng Hoà_Bình HBC Năm đầu chuyển_giao sang thế_hệ F2 dự trình kế_hoạch lợi_nhuận khá tham_vọng với 235 tỷ đồng cao gấp 3 3 lần năm 2020,143,139,32,26,False,False,False
raw_data.xlsx::228,raw_data.xlsx,"Fubon ETF ngưng giải ngân, khối ngoại quay đầu bán ròng gần 3.000 tỷ đồng trong tuần giao dịch đầu tháng 5",1,negative,0,-1.0,train,Fubon_ETF ngưng giải_ngân khối ngoại quay đầu bán ròng gần 3 000 tỷ đồng trong tuần giao_dịch đầu tháng 5,106,105,22,20,False,False,False
raw_data.xlsx::229,raw_data.xlsx,"Quý 1 phục hồi rực rỡ, lợi nhuận các công ty niêm yết tăng trưởng hơn 80% so với cùng kỳ 2020",3,positive,2,1.0,train,Quý 1 phục_hồi rực_rỡ lợi_nhuận các công_ty niêm_yết tăng_trưởng hơn 80 so với cùng kỳ 2020,93,91,22,16,False,False,False
raw_data.xlsx::230,raw_data.xlsx,An Phát Holdings công bố kết quả kinh doanh khả quan Quý 1/2021,3,positive,2,1.0,test,An_Phát_Holdings công_bố kết_quả kinh_doanh khả_quan Quý 1 2021,63,63,13,8,False,False,False
raw_data.xlsx::231,raw_data.xlsx,"BSC: ""VN-Index duy trì đà tăng trung hạn, kết thúc quý 2 trên ngưỡng 1.250 điểm""",3,positive,2,1.0,test,BSC VN Index duy_trì đà tăng trung_hạn kết_thúc quý 2 trên ngưỡng 1 250 điểm,80,76,16,15,False,False,False
raw_data.xlsx::232,raw_data.xlsx,"Lỗ thêm 25 tỷ đồng, Tổng Xây lắp Dầu khí (PVX) nâng lỗ luỹ kế lên gần 4.000 tỷ đồng",1,negative,0,-1.0,val,Lỗ thêm 25 tỷ đồng Tổng_Xây lắp Dầu_khí PVX nâng lỗ luỹ kế lên gần 4 000 tỷ đồng,83,80,20,19,False,False,False
raw_data.xlsx::233,raw_data.xlsx,Lịch chốt quyền nhận cổ tức bằng tiền của 15 doanh nghiệp,3,positive,2,1.0,train,Lịch chốt quyền nhận cổ_tức bằng tiền của 15 doanh_nghiệp,57,57,12,10,False,True,True
raw_data.xlsx::234,raw_data.xlsx,Phát triển nhà Bà Rịa - Vũng Tàu (HDC) sắp chia cổ tức năm 2020 bằng cổ phiếu tỷ lệ 25%,3,positive,2,1.0,train,Phát_triển nhà Bà_Rịa_Vũng_Tàu HDC sắp chia cổ_tức năm 2020 bằng cổ_phiếu tỷ_lệ 25,87,82,21,13,False,False,False
raw_data.xlsx::235,raw_data.xlsx,"Doanh nghiệp vàng mã duy nhất trên sàn: Quý đầu năm 2021 báo lãi gấp đôi cùng kỳ, cổ phiếu tăng gấp rưỡi từ đầu năm",3,positive,2,1.0,val,Doanh_nghiệp vàng_mã duy_nhất trên sàn Quý đầu năm 2021 báo lãi gấp đôi cùng kỳ cổ_phiếu tăng gấp rưỡi từ đầu năm,115,113,26,22,False,False,False
raw_data.xlsx::236,raw_data.xlsx,"Không nắm giữ HPG và VIC, hiệu suất danh mục Pyn Elite Fund thua xa VN-Index trong tháng 4",1,negative,0,-1.0,train,Không nắm giữ HPG và VIC hiệu_suất danh_mục Pyn_Elite_Fund thua xa VN Index trong tháng 4,90,89,19,16,False,False,False
raw_data.xlsx::237,raw_data.xlsx,"Margin cao như núi, chứng khoán không lo gãy?",2,neutral,1,0.0,train,Margin cao như núi chứng_khoán không lo gãy,45,43,9,8,False,False,False
raw_data.xlsx::238,raw_data.xlsx,Chứng khoán HSC nhận khoản vay hợp vốn 44 triệu USD từ nhóm các định chế tài chính Đài Loan,2,neutral,1,0.0,train,Chứng_khoán HSC nhận khoản vay hợp vốn 44 triệu USD từ nhóm các định_chế tài_chính Đài_Loan,91,91,20,16,False,False,False
raw_data.xlsx::239,raw_data.xlsx,"Phiên 7/5: Khối ngoại tiếp tục bán ròng gần 320 tỷ đồng, tập trung bán VPB, HPG",1,negative,0,-1.0,test,Phiên 7 5 Khối ngoại_tiếp tục bán ròng gần 320 tỷ đồng tập_trung bán VPB HPG,79,76,17,16,False,False,False
raw_data.xlsx::240,raw_data.xlsx,"VnIndex giảm 9 điểm phiên cuối tuần, HDB, TPB, HPG bứt phá",1,negative,0,-1.0,train,VnIndex giảm 9 điểm phiên cuối tuần HDB TPB HPG bứt_phá,58,55,12,11,False,False,False
raw_data.xlsx::241,raw_data.xlsx,"‘Giá trị giao dịch TTCK Việt Nam gần ngang ngửa Singapore, trội hơn hẳn Malaysia, NĐT nước ngoài khó mà làm ngơ thị trường này lâu hơn nữa!’",3,positive,2,1.0,train,Giá_trị giao_dịch TTCK Việt_Nam gần ngang_ngửa Singapore trội hơn hẳn Malaysia NĐT nước_ngoài khó mà làm_ngơ thị_trường này lâu hơn_nữa,140,135,28,20,False,False,False
raw_data.xlsx::242,raw_data.xlsx,"VinGroup chỉ bán ra hơn 12 triệu cổ phiếu Vinatex (VGT), bằng một nửa số lượng đăng ký bán",1,negative,0,-1.0,val,VinGroup chỉ bán ra hơn 12 triệu cổ_phiếu Vinatex_VGT bằng một_nửa số_lượng đăng_ký bán,90,87,19,14,False,False,False
raw_data.xlsx::243,raw_data.xlsx,Bầu Đức vừa chi hơn 33 tỷ mua 3 triệu cổ phiếu HAGL Agrico (HNG),3,positive,2,1.0,train,Bầu Đức vừa chi hơn 33 tỷ mua 3 triệu cổ_phiếu HAGL Agrico_HNG,64,62,15,13,False,False,False
raw_data.xlsx::244,raw_data.xlsx,May Việt Tiến (VGG): Quý 1 có lãi hơn 5 tỷ đồng nhờ tiết kiệm chi phí,3,positive,2,1.0,train,May_Việt_Tiến_VGG Quý 1 có lãi hơn 5 tỷ đồng nhờ tiết_kiệm chi_phí,69,66,17,12,False,False,False
raw_data.xlsx::245,raw_data.xlsx,"CRE, HNG, BWE, S4A, ST8, NLG, IDC, CSC, AAV, VKC, VC7, DBT, TMS, TNT: Thông tin giao dịch lượng lớn cổ phiếu",2,neutral,1,0.0,train,CRE HNG BWE S4A ST8 NLG IDC CSC AAV VKC VC7 DBT TMS TNT Thông_tin giao_dịch lượng lớn cổ_phiếu,108,94,22,19,False,False,False
raw_data.xlsx::246,raw_data.xlsx,Những con số nổi bật của thị trường chứng khoán Việt Nam tháng 4,3,positive,2,1.0,train,Những con_số nổi_bật của thị_trường_chứng_khoán Việt_Nam tháng 4,64,64,14,8,False,False,False
raw_data.xlsx::247,raw_data.xlsx,Lịch sự kiện và tin vắn chứng khoán ngày 7/5,2,neutral,1,0.0,train,Lịch_sự kiện và tin_vắn chứng_khoán ngày 7 5,44,44,10,8,False,False,False
raw_data.xlsx::248,raw_data.xlsx,Chiến lược đầu tư cổ phiếu nào thích hợp trong tháng 5?,2,neutral,1,0.0,train,Chiến_lược đầu_tư cổ_phiếu nào thích_hợp trong tháng 5,55,54,12,8,False,False,False
raw_data.xlsx::249,raw_data.xlsx,Một doanh nghiệp sắp trả cổ tức bằng tiền gấp 20 lần thị giá,3,positive,2,1.0,train,Một doanh_nghiệp sắp trả cổ_tức bằng tiền gấp 20 lần thị_giá,60,60,14,11,False,False,False
raw_data.xlsx::250,raw_data.xlsx,Lịch chốt quyền nhận cổ tức bằng tiền của 23 doanh nghiệp,3,positive,2,1.0,train,Lịch chốt quyền nhận cổ_tức bằng tiền của 23 doanh_nghiệp,57,57,12,10,False,False,False
raw_data.xlsx::251,raw_data.xlsx,Nhân viên Masan sắp nhận số cổ phiếu trị giá 560 tỷ đồng với giá mua chỉ bằng 1/10,3,positive,2,1.0,train,Nhân_viên Masan sắp nhận số cổ_phiếu trị_giá 560 tỷ đồng với giá mua chỉ bằng 1 10,82,82,19,17,False,False,False
raw_data.xlsx::252,raw_data.xlsx,"HoSE: Trong tháng 4/2021, khối ngoại giảm bán ròng mạnh, đã chuyển 11 mã cổ phiếu sang HNX",3,positive,2,1.0,train,HoSE_Trong tháng 4 2021 khối ngoại giảm bán ròng mạnh đã chuyển 11 mã cổ_phiếu sang HNX,90,87,18,17,False,False,False
raw_data.xlsx::253,raw_data.xlsx,"Khối ngoại bán ròng hơn 1.100 tỷ đồng, tập trung “xả” Bluechips trong phiên 6/5",1,negative,0,-1.0,train,Khối ngoại bán ròng hơn 1 100 tỷ đồng tập_trung xả Bluechips trong phiên 6 5,79,76,15,16,False,False,False
raw_data.xlsx::254,raw_data.xlsx,"FECON: LNST quý 1 tăng 15% lên 17,4 tỷ đồng",3,positive,2,1.0,train,FECON LNST quý 1 tăng 15 lên 17 4 tỷ đồng,43,41,10,11,False,False,False
raw_data.xlsx::255,raw_data.xlsx,"Tundra: ""Dịch Covid-19 vẫn trong tầm kiểm soát, đây là thời điểm tốt để tích lũy cổ phiếu""",3,positive,2,1.0,train,Tundra_Dịch_Covid 19 vẫn trong tầm kiểm_soát đây là thời_điểm tốt để tích_luỹ cổ_phiếu,90,86,18,13,False,False,False
raw_data.xlsx::256,raw_data.xlsx,"Lượng hàng hóa qua cảng tăng, Cảng Hải Phòng (PHP) báo lãi tăng 42% lên 173 tỷ đồng trong quý 1",3,positive,2,1.0,train,Lượng hàng_hoá qua cảng tăng Cảng Hải_Phòng PHP báo lãi tăng 42 lên 173 tỷ đồng trong quý 1,95,91,21,19,False,False,False
raw_data.xlsx::257,raw_data.xlsx,"Gang thép Hà Nội (HSV) báo lãi quý 1 hơn 1,98 tỷ đồng, hoàn thành 57% kế hoạch cả năm 2021",3,positive,2,1.0,train,Gang_thép Hà_Nội HSV báo lãi quý 1 hơn 1 98 tỷ đồng hoàn_thành 57 kế_hoạch cả năm 2021,90,86,21,18,False,False,False
raw_data.xlsx::258,raw_data.xlsx,"Lãi lớn gấp 32 lần cùng kỳ nhờ chuyển nhượng bất động sản, một doanh nghiệp ngành nước, môi trường sắp trả cổ tức tỷ lệ gần 61%",3,positive,2,1.0,train,Lãi lớn gấp 32 lần cùng kỳ nhờ chuyển_nhượng bất_động_sản một doanh_nghiệp ngành nước môi_trường sắp trả cổ_tức tỷ_lệ gần 61,127,124,28,21,False,False,False
raw_data.xlsx::259,raw_data.xlsx,"Nhà đầu tư F0 dễ sập bẫy ""room"" phím hàng",1,negative,0,-1.0,val,Nhà_đầu_tư F0 dễ sập bẫy room phím hàng,41,39,10,8,False,False,False
raw_data.xlsx::260,raw_data.xlsx,Bloomberg: Dogecoin khiến các loại tài sản như vàng hay cổ phiếu trở nên lỗi thời,2,neutral,1,0.0,train,Bloomberg_Dogecoin khiến các loại tài_sản như vàng hay cổ_phiếu trở_nên lỗi_thời,81,80,16,11,False,False,False
raw_data.xlsx::261,raw_data.xlsx,"Nhóm Bluechips VN30 dẫn dắt, VN-Index có thể lên sát mốc 1.400 điểm trong năm 2021?",3,positive,2,1.0,train,Nhóm Bluechips VN30 dẫn_dắt VN Index có_thể lên sát mốc 1 400 điểm trong năm 2021,83,81,16,16,False,False,False
raw_data.xlsx::262,raw_data.xlsx,Quỹ 2 tỷ USD của Dragon Capital tăng mạnh tỷ trọng VPB và NVL vào cuối tháng 4,3,positive,2,1.0,train,Quỹ 2 tỷ USD của Dragon_Capital tăng mạnh tỷ_trọng VPB và NVL vào cuối tháng 4,78,78,18,16,False,False,False
raw_data.xlsx::263,raw_data.xlsx,"Áp lực bán tăng mạnh, VN-Index giữ được mốc 1.250 điểm nhờ lực đỡ từ cổ phiếu ngân hàng, thép",3,positive,2,1.0,train,Áp_lực bán tăng mạnh VN Index giữ được mốc 1 250 điểm nhờ lực đỡ từ cổ_phiếu ngân_hàng thép,93,91,20,19,False,False,False
raw_data.xlsx::264,raw_data.xlsx,"VC3 tăng mạnh, Chủ tịch HĐQT Tập đoàn Nam Mê Kông vẫn chi hơn 300 tỷ đồng mua gần 15 triệu cổ phiếu",3,positive,2,1.0,train,VC3 tăng mạnh Chủ_tịch HĐQT Tập_đoàn Nam_Mê_Kông vẫn chi hơn 300 tỷ đồng mua gần 15 triệu cổ_phiếu,99,98,23,18,False,False,False
raw_data.xlsx::265,raw_data.xlsx,"Chủ tịch HĐQT Tập đoàn Dabaco đăng ký mua 10,5 triệu cổ phiếu DBC",3,positive,2,1.0,train,Chủ_tịch HĐQT Tập_đoàn Dabaco đăng_ký mua 10 5 triệu cổ_phiếu DBC,65,65,14,11,False,False,False
raw_data.xlsx::266,raw_data.xlsx,"Nhiều cổ phiếu trong rổ tăng nóng, quy mô của “ETF ngân hàng” VN FINLEAD vượt 100 triệu USD",3,positive,2,1.0,train,Nhiều cổ_phiếu trong rổ tăng nóng quy_mô của ETF ngân_hàng VN FINLEAD vượt 100 triệu USD,91,88,19,16,False,False,False
raw_data.xlsx::267,raw_data.xlsx,"VIC, DBC, BWE, IDV, QBS, ITD, HDC, SOV, BVG, SNC, TMT, SPB, SJM: Thông tin giao dịch lượng lớn cổ phiếu",2,neutral,1,0.0,train,VIC DBC BWE IDV QBS ITD HDC SOV BVG SNC TMT SPB SJM Thông_tin giao_dịch lượng lớn cổ_phiếu,103,90,21,18,False,False,False
raw_data.xlsx::268,raw_data.xlsx,Đầu tư cổ phiếu Midcaps hay Bluechips?,2,neutral,1,0.0,train,Đầu_tư cổ_phiếu Midcaps hay Bluechips,38,37,7,5,False,False,False
raw_data.xlsx::269,raw_data.xlsx,"Không còn khoản lãi thoái vốn đầu tư, OCH báo lỗ 34 tỷ đồng trong quý 1/2021",1,negative,0,-1.0,train,Không còn khoản lãi thoái vốn đầu_tư OCH báo lỗ 34 tỷ đồng trong quý 1 2021,76,75,17,17,False,False,False
raw_data.xlsx::270,raw_data.xlsx,"Chứng khoán BSC: ""VN-Index có thể hướng về ngưỡng 1.300 điểm trong tháng 5""",1,negative,0,-1.0,train,Chứng_khoán BSC VN Index có_thể hướng về ngưỡng 1 300 điểm trong tháng 5,75,72,14,14,False,False,False
